"Name,""SI"",""Handles"",""VM"",""WS"",""PM"",""NPM"",""Path"",""Company"",""CPU"",""FileVersion"",""ProductVersion"",""Description"",""Product"",""__NounName"",""BasePriority"",""ExitCode"",""HasExited"",""ExitTime"",""Handle"",""SafeHandle"",""HandleCount"",""Id"",""MachineName"",""MainWindowHandle"",""MainWindowTitle"",""MainModule"",""MaxWorkingSet"",""MinWorkingSet"",""Modules"",""NonpagedSystemMemorySize"",""NonpagedSystemMemorySize64"",""PagedMemorySize"",""PagedMemorySize64"",""PagedSystemMemorySize"",""PagedSystemMemorySize64"",""PeakPagedMemorySize"",""PeakPagedMemorySize64"",""PeakWorkingSet"",""PeakWorkingSet64"",""PeakVirtualMemorySize"",""PeakVirtualMemorySize64"",""PriorityBoostEnabled"",""PriorityClass"",""PrivateMemorySize"",""PrivateMemorySize64"",""PrivilegedProcessorTime"",""ProcessName"",""ProcessorAffinity"",""Responding"",""SessionId"",""StartInfo"",""StartTime"",""SynchronizingObject"",""Threads"",""TotalProcessorTime"",""UserProcessorTime"",""VirtualMemorySize"",""VirtualMemorySize64"",""EnableRaisingEvents"",""StandardInput"",""StandardOutput"",""StandardError"",""WorkingSet"",""WorkingSet64"",""Site"",""Container"""
"RuntimeBroker,""1"",""374"",""2203521835008"",""26738688"",""8626176"",""22504"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""7,40625"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""2140"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""374"",""10320"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""22504"",""22504"",""8626176"",""8626176"",""322160"",""322160"",""13594624"",""13594624"",""40783872"",""40783872"",""244543488"",""2203562766336"",""True"",""Normal"",""8626176"",""8626176"",""00:00:03.8593750"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:09 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:07.4062500"",""00:00:03.5468750"",""203612160"",""2203521835008"",""False"",,,,""26738688"",""26738688"",,"
"RuntimeBroker,""1"",""109"",""2203403628544"",""5074944"",""1785856"",""7408"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""0,078125"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""2148"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""109"",""10352"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""7408"",""7408"",""1785856"",""1785856"",""99424"",""99424"",""2297856"",""2297856"",""11915264"",""11915264"",""101482496"",""2203419705344"",""True"",""Normal"",""1785856"",""1785856"",""00:00:00.0625000"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:52 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.0781250"",""00:00:00.0156250"",""85405696"",""2203403628544"",""False"",,,,""5074944"",""5074944"",,"
"RuntimeBroker,""1"",""361"",""2203497889792"",""28069888"",""5242880"",""21856"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""0,390625"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""3020"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""361"",""10512"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""21856"",""21856"",""5242880"",""5242880"",""288768"",""288768"",""5414912"",""5414912"",""28479488"",""28479488"",""180953088"",""2203499175936"",""True"",""Normal"",""5242880"",""5242880"",""00:00:00.2656250"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""9/11/2019 8:09:19 a. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.3906250"",""00:00:00.1250000"",""179666944"",""2203497889792"",""False"",,,,""28069888"",""28069888"",,"
"RuntimeBroker,""1"",""286"",""2203469918208"",""14159872"",""4378624"",""14752"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""0,359375"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""1904"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""286"",""11188"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""14752"",""14752"",""4378624"",""4378624"",""228376"",""228376"",""6275072"",""6275072"",""27189248"",""27189248"",""169332736"",""2203487555584"",""True"",""Normal"",""4378624"",""4378624"",""00:00:00.1718750"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:46:46 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.3593750"",""00:00:00.1875000"",""151695360"",""2203469918208"",""False"",,,,""14159872"",""14159872"",,"
"RuntimeBroker,""1"",""143"",""2203413155840"",""7778304"",""2273280"",""9632"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""0,078125"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""2708"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""143"",""11308"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""9632"",""9632"",""2273280"",""2273280"",""118192"",""118192"",""3182592"",""3182592"",""11997184"",""11997184"",""117198848"",""2203435421696"",""True"",""Normal"",""2273280"",""2273280"",""00:00:00.0625000"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:22 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.0781250"",""00:00:00.0156250"",""94932992"",""2203413155840"",""False"",,,,""7778304"",""7778304"",,"
"RuntimeBroker,""1"",""308"",""2203491545088"",""22630400"",""4927488"",""17384"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""1,078125"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""3172"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""308"",""11392"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""17384"",""17384"",""4927488"",""4927488"",""269912"",""269912"",""7229440"",""7229440"",""33271808"",""33271808"",""198381568"",""2203516604416"",""True"",""Normal"",""4927488"",""4927488"",""00:00:00.6406250"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:23 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:01.0781250"",""00:00:00.4375000"",""173322240"",""2203491545088"",""False"",,,,""22630400"",""22630400"",,"
"RuntimeBroker,""1"",""392"",""2203530059776"",""24993792"",""9392128"",""20512"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""0,875"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""1988"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""392"",""12280"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""20512"",""20512"",""9392128"",""9392128"",""334472"",""334472"",""10997760"",""10997760"",""35311616"",""35311616"",""220123136"",""2203538345984"",""True"",""Normal"",""9392128"",""9392128"",""00:00:00.5625000"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 5:35:00 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.8750000"",""00:00:00.3125000"",""211836928"",""2203530059776"",""False"",,,,""24993792"",""24993792"",,"
"RuntimeBroker,""1"",""235"",""2203447226368"",""14651392"",""3039232"",""12304"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""0,328125"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""3040"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""235"",""12828"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""12304"",""12304"",""3039232"",""3039232"",""193456"",""193456"",""3796992"",""3796992"",""21504000"",""21504000"",""145076224"",""2203463299072"",""True"",""Normal"",""3039232"",""3039232"",""00:00:00.1875000"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:48:03 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.3281250"",""00:00:00.1406250"",""129003520"",""2203447226368"",""False"",,,,""14651392"",""14651392"",,"
"RuntimeBroker,""1"",""344"",""2203474173952"",""20836352"",""6139904"",""20736"",""C:\Windows\System32\RuntimeBroker.exe"",""Microsoft Corporation"",""3,1875"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Runtime Broker"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""3616"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""344"",""15948"",""."",""0"","""",""System.Diagnostics.ProcessModule (RuntimeBroker.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""20736"",""20736"",""6139904"",""6139904"",""233648"",""233648"",""7856128"",""7856128"",""29589504"",""29589504"",""187822080"",""2203506044928"",""True"",""Normal"",""6139904"",""6139904"",""00:00:01.8437500"",""RuntimeBroker"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 6:42:17 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:03.1875000"",""00:00:01.3437500"",""155951104"",""2203474173952"",""False"",,,,""20836352"",""20836352"",,"
"SearchIndexer,""0"",""753"",""2203641946112"",""52596736"",""54095872"",""75176"",,,,,,,,""Process"",""8"",,,,,,""753"",""1636"",""."",""0"","""",,,,,""75176"",""75176"",""54095872"",""54095872"",""284176"",""284176"",""71479296"",""71479296"",""73486336"",""73486336"",""343584768"",""2203661807616"",,,""54095872"",""54095872"",,""SearchIndexer"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""323723264"",""2203641946112"",""False"",,,,""52596736"",""52596736"",,"
"SearchUI,""1"",""1357"",""2238804873216"",""30834688"",""106504192"",""87600"",""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"",""Microsoft Corporation"",""10,015625"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Search and Cortana application"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""2144"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""1357"",""11572"",""."",""0"","""",""System.Diagnostics.ProcessModule (SearchUI.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""87600"",""87600"",""106504192"",""106504192"",""1059320"",""1059320"",""119123968"",""119123968"",""194617344"",""194617344"",""1151811584"",""2238829772800"",""True"",""Normal"",""106504192"",""106504192"",""00:00:02.8125000"",""SearchUI"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:25 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:10.0156250"",""00:00:07.2031250"",""1126912000"",""2238804873216"",""False"",,,,""30834688"",""30834688"",,"
"SecurityHealthService,""0"",""384"",""2203426185216"",""13004800"",""4280320"",""15424"",,,,,,,,""Process"",""8"",,,,,,""384"",""11008"",""."",""0"","""",,,,,""15424"",""15424"",""4280320"",""4280320"",""153640"",""153640"",""4833280"",""4833280"",""17559552"",""17559552"",""118419456"",""2203436642304"",,,""4280320"",""4280320"",,""SecurityHealthService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""107962368"",""2203426185216"",""False"",,,,""13004800"",""13004800"",,"
"SecurityHealthSystray,""1"",""145"",""2203427454976"",""6909952"",""1880064"",""9856"",""C:\Windows\System32\SecurityHealthSystray.exe"",""Microsoft Corporation"",""0,078125"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Windows Security notification icon"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""1992"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""145"",""6064"",""."",""0"","""",""System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""9856"",""9856"",""1880064"",""1880064"",""148136"",""148136"",""1978368"",""1978368"",""9043968"",""9043968"",""110813184"",""2203429036032"",""True"",""Normal"",""1880064"",""1880064"",""00:00:00.0312500"",""SecurityHealthSystray"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:17 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.0781250"",""00:00:00.0468750"",""109232128"",""2203427454976"",""False"",,,,""6909952"",""6909952"",,"
"servicehost,""0"",""363"",""4457566208"",""17121280"",""16871424"",""22096"",,,,,,,,""Process"",""8"",,,,,,""363"",""4860"",""."",""0"","""",,,,,""22096"",""22096"",""16871424"",""16871424"",""177632"",""177632"",""16945152"",""16945152"",""25829376"",""25829376"",""171270144"",""4466237440"",,,""16871424"",""16871424"",,""servicehost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""162598912"",""4457566208"",""False"",,,,""17121280"",""17121280"",,"
"services,""0"",""791"",""2203384107008"",""8101888"",""5947392"",""10984"",,,,,,,,""Process"",""9"",,,,,,""791"",""756"",""."",""0"","""",,,,,""10984"",""10984"",""5947392"",""5947392"",""170168"",""170168"",""7700480"",""7700480"",""10842112"",""10842112"",""94982144"",""2203413204992"",,,""5947392"",""5947392"",,""services"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""65884160"",""2203384107008"",""False"",,,,""8101888"",""8101888"",,"
"ServiceShell,""0"",""830"",""4999598080"",""19517440"",""50577408"",""50936"",,,,,,,,""Process"",""8"",,,,,,""830"",""1484"",""."",""0"","""",,,,,""50936"",""50936"",""50577408"",""50577408"",""467720"",""467720"",""51970048"",""51970048"",""74821632"",""74821632"",""717811712"",""5012779008"",,,""50577408"",""50577408"",,""ServiceShell"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""704630784"",""4999598080"",""False"",,,,""19517440"",""19517440"",,"
"SettingSyncHost,""1"",""610"",""2203517124608"",""6885376"",""10801152"",""27368"",""C:\Windows\system32\SettingSyncHost.exe"",""Microsoft Corporation"",""32,609375"",""10.0.18362.239 (WinBuild.160101.0800)"",""10.0.18362.239"",""Host Process for Setting Synchronization"",""Microsoft? Windows? Operating System"",""Process"",""6"",,""False"",,""3372"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""610"",""10040"",""."",""0"","""",""System.Diagnostics.ProcessModule (SettingSyncHost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""27368"",""27368"",""10801152"",""10801152"",""293448"",""293448"",""37257216"",""37257216"",""51814400"",""51814400"",""333930496"",""2203652153344"",""True"",""BelowNormal"",""10801152"",""10801152"",""00:00:21.3906250"",""SettingSyncHost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:06 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:32.6093750"",""00:00:11.2187500"",""198901760"",""2203517124608"",""False"",,,,""6885376"",""6885376"",,"
"SgrmBroker,""0"",""89"",""2203375824896"",""5812224"",""3477504"",""6448"",,,,,,,,""Process"",""8"",,,,,,""89"",""8148"",""."",""0"","""",,,,,""6448"",""6448"",""3477504"",""3477504"",""34080"",""34080"",""4259840"",""4259840"",""7434240"",""7434240"",""60223488"",""2203378446336"",,,""3477504"",""3477504"",,""SgrmBroker"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""57602048"",""2203375824896"",""False"",,,,""5812224"",""5812224"",,"
"ShellExperienceHost,""1"",""936"",""2203820560384"",""23785472"",""27766784"",""32408"",""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"",""Microsoft Corporation"",""19,90625"",""10.0.18362.387 (WinBuild.160101.0800)"",""10.0.18362.387"",""Windows Shell Experience Host"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""2128"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""936"",""3052"",""."",""0"","""",""System.Diagnostics.ProcessModule (ShellExperienceHost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""32408"",""32408"",""27766784"",""27766784"",""612360"",""612360"",""30965760"",""30965760"",""77570048"",""77570048"",""515362816"",""2203833585664"",""True"",""Normal"",""27766784"",""27766784"",""00:00:09.9531250"",""ShellExperienceHost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:45:01 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:19.9062500"",""00:00:09.9531250"",""502337536"",""2203820560384"",""False"",,,,""23785472"",""23785472"",,"
"sihost,""1"",""732"",""2203491778560"",""26951680"",""7634944"",""19696"",""C:\Windows\system32\sihost.exe"",""Microsoft Corporation"",""15,296875"",""10.0.18362.1 (WinBuild.160101.0800)"",""10.0.18362.1"",""Shell Infrastructure Host"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""1824"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""732"",""7048"",""."",""0"","""",""System.Diagnostics.ProcessModule (sihost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""19696"",""19696"",""7634944"",""7634944"",""273920"",""273920"",""7966720"",""7966720"",""28131328"",""28131328"",""189681664"",""2203507904512"",""True"",""Normal"",""7634944"",""7634944"",""00:00:09.9218750"",""sihost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:45 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:15.2968750"",""00:00:05.3750000"",""173555712"",""2203491778560"",""False"",,,,""26951680"",""26951680"",,"
"SkypeApp,""1"",""1037"",""40164966400"",""57106432"",""159842304"",""109136"",""C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.54.85.0_x64__kzf8qxf38zg5c\SkypeApp.exe"",""Microsoft Corporation"",""39,34375"",""8.54.0.85"",""8.54.0.85"",""SkypeApp"",""Microsoft Skype"",""Process"",""8"",,""False"",,""2840"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""1037"",""10936"",""."",""0"","""",""System.Diagnostics.ProcessModule (SkypeApp.exe)"",""848715776"",""847507456"",""System.Diagnostics.ProcessModuleCollection"",""109136"",""109136"",""159842304"",""159842304"",""809880"",""809880"",""1032388608"",""1032388608"",""1076801536"",""1076801536"",""-1939660800"",""41010012160"",""True"",""Normal"",""159842304"",""159842304"",""00:00:11.7656250"",""SkypeApp"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:13 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:39.3437500"",""00:00:27.5781250"",""1510260736"",""40164966400"",""False"",,,,""57106432"",""57106432"",,"
"SkypeBackgroundHost,""1"",""150"",""2203420553216"",""2031616"",""2027520"",""8288"",""C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.54.85.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe"",""Microsoft Corporation"",""0,140625"",""8.54.0.85"",""8.54.0.85"",""Microsoft Skype"",""Microsoft? Skype"",""Process"",""8"",,""False"",,""3008"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""150"",""10964"",""."",""0"","""",""System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""8288"",""8288"",""2027520"",""2027520"",""127664"",""127664"",""2260992"",""2260992"",""12312576"",""12312576"",""108630016"",""2203426852864"",""True"",""Normal"",""2027520"",""2027520"",""00:00:00.1406250"",""SkypeBackgroundHost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:13 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.1406250"",""00:00:00"",""102330368"",""2203420553216"",""False"",,,,""2031616"",""2031616"",,"
"SkypeBridge,""1"",""525"",""5079482368"",""36564992"",""40296448"",""32616"",""C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.54.85.0_x64__kzf8qxf38zg5c\SkypeBridge\SkypeBridge.exe"",""Microsoft Corporation"",""25,578125"",""8.54.0.85"",""8.54.0.85"",""SkypeBridge"",""Microsoft Skype"",""Process"",""8"",,""False"",,""2720"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""525"",""4492"",""."",""0"","""",""System.Diagnostics.ProcessModule (SkypeBridge.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""32616"",""32616"",""40296448"",""40296448"",""552544"",""552544"",""49139712"",""49139712"",""55934976"",""55934976"",""815357952"",""5110325248"",""True"",""Normal"",""40296448"",""40296448"",""00:00:18.7656250"",""SkypeBridge"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:45:07 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:25.5781250"",""00:00:06.8125000"",""784515072"",""5079482368"",""False"",,,,""36564992"",""36564992"",,"
"smartscreen,""1"",""424"",""2238398763008"",""31064064"",""17465344"",""33680"",""C:\Windows\System32\smartscreen.exe"",""Microsoft Corporation"",""0,3125"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""SmartScreen de Windows Defender"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""1912"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""424"",""14440"",""."",""0"","""",""System.Diagnostics.ProcessModule (smartscreen.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""33680"",""33680"",""17465344"",""17465344"",""230416"",""230416"",""20357120"",""20357120"",""33361920"",""33361920"",""725651456"",""2238403612672"",""True"",""Normal"",""17465344"",""17465344"",""00:00:00.1562500"",""smartscreen"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""9/11/2019 7:55:43 a. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.3125000"",""00:00:00.1562500"",""720801792"",""2238398763008"",""False"",,,,""31064064"",""31064064"",,"
"smss,""0"",""53"",""2203359674368"",""868352"",""1187840"",""3224"",,,,,,,,""Process"",""11"",,,,,,""53"",""412"",""."",""0"","""",,,,,""3224"",""3224"",""1187840"",""1187840"",""13136"",""13136"",""1290240"",""1290240"",""1294336"",""1294336"",""49831936"",""2203368054784"",,,""1187840"",""1187840"",,""smss"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""41451520"",""2203359674368"",""False"",,,,""868352"",""868352"",,"
"spoolsv,""0"",""468"",""2203439144960"",""10633216"",""6045696"",""24648"",,,,,,,,""Process"",""8"",,,,,,""468"",""4256"",""."",""0"","""",,,,,""24648"",""24648"",""6045696"",""6045696"",""175904"",""175904"",""6459392"",""6459392"",""16363520"",""16363520"",""123281408"",""2203441504256"",,,""6045696"",""6045696"",,""spoolsv"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""120922112"",""2203439144960"",""False"",,,,""10633216"",""10633216"",,"
"sqlwriter,""0"",""138"",""4375146496"",""5775360"",""1888256"",""9304"",,,,,,,,""Process"",""8"",,,,,,""138"",""4880"",""."",""0"","""",,,,,""9304"",""9304"",""1888256"",""1888256"",""86224"",""86224"",""3133440"",""3133440"",""8155136"",""8155136"",""96956416"",""4391923712"",,,""1888256"",""1888256"",,""sqlwriter"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""80179200"",""4375146496"",""False"",,,,""5775360"",""5775360"",,"
"StartMenuExperienceHost,""1"",""579"",""2203851788288"",""51924992"",""26894336"",""30640"",""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"",,""3,4375"",,,,,""Process"",""8"",,""False"",,""2672"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""579"",""8600"",""."",""0"","""",""System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""30640"",""30640"",""26894336"",""26894336"",""666592"",""666592"",""31154176"",""31154176"",""78589952"",""78589952"",""585183232"",""2203903406080"",""True"",""Normal"",""26894336"",""26894336"",""00:00:01.1718750"",""StartMenuExperienceHost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:58 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:03.4375000"",""00:00:02.2656250"",""533565440"",""2203851788288"",""False"",,,,""51924992"",""51924992"",,"
"STS,""1"",""1476"",""42093469696"",""1195343872"",""1347084288"",""140520"",""E:\sts-bundle\sts-3.9.8.RELEASE\STS.exe"",,""499,828125"",,,,,""Process"",""8"",,""False"",,""2384"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""1476"",""15068"",""."",""394908"",""FinalOpe - FinalOp/src/main/resources/templates/index.html - Spring Tool Suite 3"",""System.Diagnostics.ProcessModule (STS.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""140520"",""140520"",""1347084288"",""1347084288"",""631368"",""631368"",""1368612864"",""1368612864"",""1268133888"",""1268133888"",""-770813952"",""42178859008"",""True"",""Normal"",""1347084288"",""1347084288"",""00:01:40.2031250"",""STS"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 8:00:15 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:08:19.8281250"",""00:06:39.6250000"",""-856203264"",""42093469696"",""False"",,,,""1195343872"",""1195343872"",,"
"SupportAssistAgent,""0"",""1043"",""5606309888"",""64516096"",""593743872"",""76920"",,,,,,,,""Process"",""8"",,,,,,""1043"",""2336"",""."",""0"","""",,,,,""76920"",""76920"",""593743872"",""593743872"",""551136"",""551136"",""595943424"",""595943424"",""118214656"",""118214656"",""1319243776"",""5614211072"",,,""593743872"",""593743872"",,""SupportAssistAgent"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""1311342592"",""5606309888"",""False"",,,,""64516096"",""64516096"",,"
